value,segments,language,borrowing_score,age_label
senang,"['s', 'e', 'n', 'a', 'ŋ']",Indonesian,0.0,Prehistorical
bahagia,"['b', 'a', 'h', 'a', 'g', 'i', 'a']",Indonesian,1.0,Early Malay
gembira,"['g', 'e', 'm', 'b', 'i', 'r', 'a']",Indonesian,0.75,Early Malay
tertawa,"['t', 'e', 'r', 't', 'a', 'w', 'a']",Indonesian,0.0,Prehistorical
ketawa,"['k', 'e', 't', 'a', 'w', 'a']",Indonesian,0.0,Prehistorical
tersenyum,"['t', 'e', 'r', 's', 'e', 'ɲ', 'u', 'm']",Indonesian,0.0,Prehistorical
bermain,"['b', 'e', 'r', 'm', 'a', 'i', 'n']",Indonesian,0.0,Prehistorical
mengasihi,"['m', 'e', 'ŋ', 'a', 's', 'i', 'h', 'i']",Indonesian,0.0,Early Malay
"cinta, mencintai","['tʃ', 'i', 'n', 't', 'a']",Indonesian,1.0,Early Malay
menyayangi,"['m', 'e', 'ɲ', 'a', 'j', 'a', 'ŋ', 'i']",Indonesian,0.0,Early Malay
mencium (1),"['m', 'e', 'ɲ', 'i', 'u', 'm']",Indonesian,0.25,Prehistorical
memeluk,"['m', 'e', 'm', 'e', 'l', 'u', 'ʔ']",Indonesian,0.0,Prehistorical
merangkul,"['m', 'e', 'r', 'a', 'ŋ', 'k', 'u', 'l']",Indonesian,1.0,Modern
rasa sakit,"['r', 'a', 's', 'a', '+', 's', 'a', 'k', 'i', 't']",Indonesian,0.0,Early Malay
kesedihan,"['k', 'e', 's', 'e', 'd', 'i', 'h', 'a', 'n']",Indonesian,0.0,Prehistorical
"kekhawatiran, kekuatiran","['k', 'e', 'x', 'a', 'w', 'a', 't', 'i', 'r', 'a', 'n']",Indonesian,0.0,Early Malay
kecemasan,"['k', 'e', 'tʃ', 'e', 'm', 'a', 's', 'a', 'n']",Indonesian,0.0,Early Malay
kebimbangan,"['k', 'e', 'b', 'i', 'm', 'b', 'a', 'ŋ', 'a', 'n']",Indonesian,0.0,Prehistorical
kegelisahan,"['k', 'e', 'g', 'e', 'l', 'i', 's', 'a', 'h', 'a', 'n']",Indonesian,0.0,Prehistorical
menyesal(i),"['m', 'e', 'ɲ', 'e', 's', 'a', 'l', 'i']",Indonesian,0.0,Prehistorical
kasihan,"['k', 'a', 's', 'i', 'h', 'a', 'n']",Indonesian,0.0,Prehistorical
menangis,"['m', 'e', 'n', 'a', 'ŋ', 'i', 's']",Indonesian,0.0,Prehistorical
air mata,"['a', 'i', 'r', '+', 'm', 'a', 't', 'a']",Indonesian,0.0,Prehistorical
merintih,"['m', 'e', 'r', 'i', 'n', 't', 'i', 'h']",Indonesian,0.75,Modern
mengerang,"['m', 'e', 'ŋ', 'e', 'r', 'a', 'ŋ']",Indonesian,0.0,Prehistorical
membenci,"['m', 'e', 'm', 'b', 'e', 'ɲ', 'i']",Indonesian,0.0,Prehistorical
kemarahan,"['k', 'e', 'm', 'a', 'r', 'a', 'h', 'a', 'n']",Indonesian,0.0,Prehistorical
amarah,"['a', 'm', 'a', 'r', 'a', 'h']",Indonesian,1.0,Early Malay
murka,"['m', 'u', 'r', 'k', 'a']",Indonesian,1.0,Early Malay
kecemburuan,"['k', 'e', 'tʃ', 'e', 'm', 'b', 'u', 'r', 'u', 'a', 'n']",Indonesian,0.0,Prehistorical
iri hati,"['i', 'r', 'i', '+', 'h', 'a', 't', 'i']",Indonesian,0.0,Prehistorical
dengki,"['d', 'e', 'ŋ', 'k', 'i']",Indonesian,0.0,Prehistorical
rasa malu,"['r', 'a', 's', 'a', '+', 'm', 'a', 'l', 'u']",Indonesian,0.0,Early Malay
nista,"['n', 'i', 's', 't', 'a']",Indonesian,1.0,Early Malay
aib,"['a', 'i', 'b']",Indonesian,1.0,Early Malay
bangga,"['b', 'a', 'ŋ', 'g', 'a']",Indonesian,0.0,Prehistorical
berani,"['b', 'e', 'r', 'a', 'n', 'i']",Indonesian,0.0,Prehistorical
berani,"['b', 'e', 'r', 'a', 'n', 'i']",Indonesian,0.0,Prehistorical
rasa takut,"['r', 'a', 's', 'a', '+', 't', 'a', 'k', 'u', 't']",Indonesian,0.0,Early Malay
ketakutan,"['k', 'e', 't', 'a', 'k', 'u', 't', 'a', 'n']",Indonesian,0.0,Prehistorical
bahaya,"['b', 'a', 'h', 'a', 'j', 'a']",Indonesian,1.0,Early Malay
mau,"['m', 'aʊ']",Indonesian,0.0,Prehistorical
ingin,"['i', 'ŋ', 'i', 'n']",Indonesian,0.0,Prehistorical
memilih,"['m', 'e', 'm', 'i', 'l', 'i', 'h']",Indonesian,0.0,Prehistorical
berharap,"['b', 'e', 'r', 'h', 'a', 'r', 'a', 'p']",Indonesian,0.0,Prehistorical
setia,"['s', 'e', 't', 'i', 'a']",Indonesian,1.0,Early Malay
benar,"['b', 'e', 'n', 'a', 'r']",Indonesian,0.0,Prehistorical
berbohong,"['b', 'e', 'r', 'b', 'o', 'h', 'o', 'ŋ']",Indonesian,0.0,Prehistorical
berdusta,"['b', 'e', 'r', 'd', 'u', 's', 't', 'a']",Indonesian,1.0,Early Malay
penipuan,"['p', 'e', 'n', 'i', 'p', 'u', 'a', 'n']",Indonesian,0.0,Prehistorical
kebohongan,"['k', 'e', 'b', 'o', 'h', 'o', 'ŋ', 'a', 'n']",Indonesian,0.0,Prehistorical
kecurangan,"['k', 'e', 'tʃ', 'u', 'r', 'a', 'ŋ', 'a', 'n']",Indonesian,0.0,Modern
memaafkan,"['m', 'e', 'm', 'aː', 'f', 'k', 'a', 'n']",Indonesian,0.0,Early Malay
mengampuni,"['m', 'e', 'ŋ', 'a', 'm', 'p', 'u', 'n', 'i']",Indonesian,0.0,Prehistorical
baik,"['b', 'a', 'i', 'ʔ']",Indonesian,0.0,Prehistorical
bagus,"['b', 'a', 'g', 'u', 's']",Indonesian,0.0,Prehistorical
jelék,"['dʒ', 'e', 'l', 'é/e', 'ʔ']",Indonesian,1.0,Modern
buruk,"['b', 'u', 'r', 'u', 'ʔ']",Indonesian,0.0,Prehistorical
betul,"['b', 'e', 't', 'u', 'l']",Indonesian,0.0,Prehistorical
benar,"['b', 'e', 'n', 'a', 'r']",Indonesian,0.0,Prehistorical
salah,"['s', 'a', 'l', 'a', 'h']",Indonesian,0.0,Prehistorical
kesalahan,"['k', 'e', 's', 'a', 'l', 'a', 'h', 'a', 'n']",Indonesian,0.0,Prehistorical
kesalahan,"['k', 'e', 's', 'a', 'l', 'a', 'h', 'a', 'n']",Indonesian,0.0,Prehistorical
kesalahan,"['k', 'e', 's', 'a', 'l', 'a', 'h', 'a', 'n']",Indonesian,0.0,Prehistorical
puji(an),"['p', 'u', 'dʒ', 'i', 'a', 'n']",Indonesian,1.0,Early Malay
indah,"['i', 'n', 'd', 'a', 'h']",Indonesian,0.0,Prehistorical
cantik,"['tʃ', 'a', 'n', 't', 'i', 'ʔ']",Indonesian,0.5,Early Malay
asri,"['a', 's', 'r', 'i']",Indonesian,1.0,Early Malay
permai,"['p', 'e', 'r', 'm', 'aɪ']",Indonesian,0.0,Early Malay
jelék,"['dʒ', 'e', 'l', 'é/e', 'ʔ']",Indonesian,1.0,Modern
rakus,"['r', 'a', 'k', 'u', 's']",Indonesian,0.0,Prehistorical
loba,"['l', 'o', 'b', 'a']",Indonesian,1.0,Early Malay
serakah,"['s', 'e', 'r', 'a', 'k', 'a', 'h']",Indonesian,0.75,Early Malay
tamak,"['t', 'a', 'm', 'a', 'ʔ']",Indonesian,1.0,Early Malay
cerdas,"['tʃ', 'e', 'r', 'd', 'a', 's']",Indonesian,0.0,Prehistorical
cerdik,"['tʃ', 'e', 'r', 'd', 'i', 'ʔ']",Indonesian,0.0,Prehistorical
pintar,"['p', 'i', 'n', 't', 'a', 'r']",Indonesian,1.0,Modern
pandai,"['p', 'a', 'n', 'd', 'aɪ']",Indonesian,0.75,Early Malay
akal,"['a', 'k', 'a', 'l']",Indonesian,1.0,Early Malay
benak,"['b', 'e', 'n', 'a', 'ʔ']",Indonesian,0.0,Prehistorical
pikir,"['p', 'i', 'k', 'i', 'r']",Indonesian,1.0,Early Malay
pikir,"['p', 'i', 'k', 'i', 'r']",Indonesian,1.0,Early Malay
kira,"['k', 'i', 'r', 'a']",Indonesian,0.25,Early Malay
percaya,"['p', 'e', 'r', 'tʃ', 'a', 'j', 'a']",Indonesian,1.0,Early Malay
mengerti,"['m', 'e', 'ŋ', 'e', 'r', 't', 'i']",Indonesian,1.0,Early Malay
memahami,"['m', 'e', 'm', 'a', 'h', 'a', 'm', 'i']",Indonesian,0.0,Early Malay
tahu,"['t', 'a', 'h', 'u']",Indonesian,0.0,Prehistorical
menebak,"['m', 'e', 'n', 'e', 'b', 'a', 'ʔ']",Indonesian,0.0,Prehistorical
menduga,"['m', 'e', 'n', 'd', 'u', 'g', 'a']",Indonesian,0.0,Prehistorical
menerka,"['m', 'e', 'n', 'e', 'r', 'k', 'a']",Indonesian,1.0,Early Malay
meniru,"['m', 'e', 'n', 'i', 'r', 'u']",Indonesian,0.0,Prehistorical
kelihatan,"['k', 'e', 'l', 'i', 'h', 'a', 't', 'a', 'n']",Indonesian,0.0,Prehistorical
tampak,"['t', 'a', 'm', 'p', 'a', 'ʔ']",Indonesian,0.0,Prehistorical
nampak,"['n', 'a', 'm', 'p', 'a', 'ʔ']",Indonesian,0.0,Prehistorical
terlihat,"['t', 'e', 'r', 'l', 'i', 'h', 'a', 't']",Indonesian,0.0,Prehistorical
idé,"['i', 'd', 'é/e']",Indonesian,1.0,Modern
gagasan,"['g', 'a', 'g', 'a', 's', 'a', 'n']",Indonesian,1.0,Modern
bijaksana,"['b', 'i', 'dʒ', 'a', 'k', 's', 'a', 'n', 'a']",Indonesian,1.0,Early Malay
bodoh,"['b', 'o', 'd', 'o', 'h']",Indonesian,0.0,Prehistorical
goblok,"['g', 'o', 'b', 'l', 'o', 'ʔ']",Indonesian,1.0,Modern
bégo,"['b', 'é/e', 'g', 'o']",Indonesian,1.0,Modern
konyol,"['k', 'o', 'ɲ', 'o', 'l']",Indonesian,1.0,Modern
dungu,"['d', 'u', 'ŋ', 'u']",Indonesian,0.0,Prehistorical
gila,"['g', 'i', 'l', 'a']",Indonesian,0.0,Prehistorical
belajar,"['b', 'e', 'l', 'a', 'dʒ', 'a', 'r']",Indonesian,0.75,Early Malay
belajar,"['b', 'e', 'l', 'a', 'dʒ', 'a', 'r']",Indonesian,0.75,Early Malay
mengajar,"['m', 'e', 'ŋ', 'a', 'dʒ', 'a', 'r']",Indonesian,1.0,Early Malay
murid,"['m', 'u', 'r', 'i', 'd']",Indonesian,1.0,Early Malay
guru,"['g', 'u', 'r', 'u']",Indonesian,1.0,Early Malay
sekolah,"['s', 'e', 'k', 'o', 'l', 'a', 'h']",Indonesian,1.0,Modern
mengingat,"['m', 'e', 'ŋ', 'i', 'ŋ', 'a', 't']",Indonesian,0.0,Prehistorical
"lupa, melupakan","['l', 'u', 'p', 'a']",Indonesian,0.0,Prehistorical
jelas,"['dʒ', 'e', 'l', 'a', 's']",Indonesian,0.0,Prehistorical
kabur (1),"['k', 'a', 'b', 'u', 'r']",Indonesian,0.0,Prehistorical
rahasia,"['r', 'a', 'h', 'a', 's', 'i', 'a']",Indonesian,1.0,Early Malay
pasti,"['p', 'a', 's', 't', 'i']",Indonesian,0.75,Early Malay
tentu,"['t', 'e', 'n', 't', 'u']",Indonesian,0.0,Prehistorical
yakin,"['j', 'a', 'k', 'i', 'n']",Indonesian,1.0,Early Malay
menjelaskan,"['m', 'e', 'ɲ', 'e', 'l', 'a', 's', 'k', 'a', 'n']",Indonesian,0.0,Prehistorical
menerangkan,"['m', 'e', 'n', 'e', 'r', 'a', 'ŋ', 'k', 'a', 'n']",Indonesian,0.0,Early Malay
maksud,"['m', 'a', 'k', 's', 'u', 'd']",Indonesian,1.0,Early Malay
niat,"['n', 'i', 'a', 't']",Indonesian,1.0,Early Malay
kehendak,"['k', 'e', 'h', 'e', 'n', 'd', 'a', 'ʔ']",Indonesian,0.0,Prehistorical
sebab,"['s', 'e', 'b', 'a', 'b']",Indonesian,1.0,Early Malay
keraguan,"['k', 'e', 'r', 'a', 'g', 'u', 'a', 'n']",Indonesian,0.0,Prehistorical
kesangsian,"['k', 'e', 's', 'a', 'ŋ', 's', 'i', 'a', 'n']",Indonesian,0.0,Early Malay
mencurigai,"['m', 'e', 'ɲ', 'u', 'r', 'i', 'g', 'aɪ']",Indonesian,0.0,Modern
menyangka,"['m', 'e', 'ɲ', 'a', 'ŋ', 'k', 'a']",Indonesian,1.0,Early Malay
mengkhianati,"['m', 'e', 'ŋ', 'x', 'i', 'a', 'n', 'a', 't', 'i']",Indonesian,1.0,Early Malay
keperluan,"['k', 'e', 'p', 'e', 'r', 'l', 'u', 'a', 'n']",Indonesian,0.0,Early Malay
kebutuhan,"['k', 'e', 'b', 'u', 't', 'u', 'h', 'a', 'n']",Indonesian,0.0,Modern
gampang,"['g', 'a', 'm', 'p', 'a', 'ŋ']",Indonesian,0.75,Modern
mudah,"['m', 'u', 'd', 'a', 'h']",Indonesian,0.0,Prehistorical
susah,"['s', 'u', 's', 'a', 'h']",Indonesian,0.0,Prehistorical
sulit,"['s', 'u', 'l', 'i', 't']",Indonesian,0.0,Prehistorical
sukar,"['s', 'u', 'k', 'a', 'r']",Indonesian,0.0,Early Malay
mencoba,"['m', 'e', 'ɲ', 'o', 'b', 'a']",Indonesian,0.25,Early Malay
cara,"['tʃ', 'a', 'r', 'a']",Indonesian,1.0,Early Malay
gaya,"['g', 'a', 'j', 'a']",Indonesian,0.0,Prehistorical
dan,"['d', 'a', 'n']",Indonesian,0.0,Early Malay
serta,"['s', 'e', 'r', 't', 'a']",Indonesian,1.0,Early Malay
karena,"['k', 'a', 'r', 'e', 'n', 'a']",Indonesian,1.0,Early Malay
sebab,"['s', 'e', 'b', 'a', 'b']",Indonesian,1.0,Early Malay
gara-gara,"['g', 'a', 'r', 'a', '+', 'g', 'a', 'r', 'a']",Indonesian,1.0,Modern
kalau,"['k', 'a', 'l', 'aʊ']",Indonesian,0.0,Early Malay
jika,"['dʒ', 'i', 'k', 'a']",Indonesian,0.0,Prehistorical
andai,"['a', 'n', 'd', 'aɪ']",Indonesian,0.5,Early Malay
atau,"['a', 't', 'aʊ']",Indonesian,1.0,Early Malay
"ya, iya","['j', 'a']",Indonesian,0.0,Prehistorical
bukan,"['b', 'u', 'k', 'a', 'n']",Indonesian,0.0,Prehistorical
tak,"['t', 'a', 'ʔ']",Indonesian,0.0,Prehistorical
"enggak, nggak, gak, ga","['e', 'ŋ', 'g', 'a', 'ʔ']",Indonesian,0.75,Modern
tidak,"['t', 'i', 'd', 'a', 'ʔ']",Indonesian,0.0,Early Malay
bagaimana,"['b', 'a', 'g', 'a', 'i', 'm', 'a', 'n', 'a']",Indonesian,0.0,Early Malay
berapa,"['b', 'e', 'r', 'a', 'p', 'a']",Indonesian,0.0,Early Malay
berapa,"['b', 'e', 'r', 'a', 'p', 'a']",Indonesian,0.0,Early Malay
apa,"['a', 'p', 'a']",Indonesian,0.0,Prehistorical
kapan,"['k', 'a', 'p', 'a', 'n']",Indonesian,1.0,Modern
bila,"['b', 'i', 'l', 'a']",Indonesian,1.0,Early Malay
(di) mana,"['d', 'i', '+', 'm', 'a', 'n', 'a']",Indonesian,0.0,Prehistorical
(yang) mana,"['j', 'a', 'ŋ', '+', 'm', 'a', 'n', 'a']",Indonesian,0.0,Prehistorical
siapa,"['s', 'i', 'a', 'p', 'a']",Indonesian,0.0,Prehistorical
mengapa,"['m', 'e', 'ŋ', 'a', 'p', 'a']",Indonesian,0.0,Prehistorical
kenapa,"['k', 'e', 'n', 'a', 'p', 'a']",Indonesian,0.0,Early Malay
suara,"['s', 'u', 'a', 'r', 'a']",Indonesian,1.0,Early Malay
menyanyi,"['m', 'e', 'ɲ', 'a', 'ɲ', 'i']",Indonesian,0.0,Prehistorical
bernyanyi,"['b', 'e', 'r', 'ɲ', 'a', 'ɲ', 'i']",Indonesian,0.0,Prehistorical
teriak,"['t', 'e', 'r', 'i', 'a', 'ʔ']",Indonesian,0.0,Prehistorical
berbisik,"['b', 'e', 'r', 'b', 'i', 's', 'i', 'ʔ']",Indonesian,0.0,Prehistorical
bergumam,"['b', 'e', 'r', 'g', 'u', 'm', 'a', 'm']",Indonesian,0.0,Prehistorical
bersiul,"['b', 'e', 'r', 's', 'i', 'u', 'l']",Indonesian,0.0,Prehistorical
menjerit,"['m', 'e', 'ɲ', 'e', 'r', 'i', 't']",Indonesian,0.0,Prehistorical
melolong,"['m', 'e', 'l', 'o', 'l', 'o', 'ŋ']",Indonesian,0.0,Early Malay
berbicara,"['b', 'e', 'r', 'b', 'i', 'tʃ', 'a', 'r', 'a']",Indonesian,1.0,Early Malay
ngomong,"['ŋ', 'o', 'm', 'o', 'ŋ']",Indonesian,1.0,Modern
ngobrol,"['ŋ', 'o', 'b', 'r', 'o', 'l']",Indonesian,1.0,Modern
menggagap,"['m', 'e', 'ŋ', 'g', 'a', 'g', 'a', 'p']",Indonesian,0.0,Prehistorical
mengatakan,"['m', 'e', 'ŋ', 'a', 't', 'a', 'k', 'a', 'n']",Indonesian,0.0,Early Malay
bilang,"['b', 'i', 'l', 'a', 'ŋ']",Indonesian,0.0,Prehistorical
menceritakan,"['m', 'e', 'ɲ', 'e', 'r', 'i', 't', 'a', 'k', 'a', 'n']",Indonesian,0.0,Early Malay
pidato,"['p', 'i', 'd', 'a', 't', 'o']",Indonesian,1.0,Modern
diam (1),"['d', 'i', 'a', 'm']",Indonesian,0.0,Prehistorical
bahasa,"['b', 'a', 'h', 'a', 's', 'a']",Indonesian,1.0,Early Malay
kata,"['k', 'a', 't', 'a']",Indonesian,1.0,Early Malay
nama,"['n', 'a', 'm', 'a']",Indonesian,1.0,Early Malay
bertanya,"['b', 'e', 'r', 't', 'a', 'ɲ', 'a']",Indonesian,0.0,Prehistorical
menjawab,"['m', 'e', 'ɲ', 'a', 'w', 'a', 'b']",Indonesian,1.0,Early Malay
membalas,"['m', 'e', 'm', 'b', 'a', 'l', 'a', 's']",Indonesian,0.0,Prehistorical
menyahut,"['m', 'e', 'ɲ', 'a', 'h', 'u', 't']",Indonesian,0.0,Prehistorical
mengaku(i),"['m', 'e', 'ŋ', 'a', 'k', 'u', 'i']",Indonesian,0.0,Prehistorical
menyangkal,"['m', 'e', 'ɲ', 'a', 'ŋ', 'k', 'a', 'l']",Indonesian,0.0,Prehistorical
membantah,"['m', 'e', 'm', 'b', 'a', 'n', 't', 'a', 'h']",Indonesian,0.0,Prehistorical
menyanggah,"['m', 'e', 'ɲ', 'a', 'ŋ', 'g', 'a', 'h']",Indonesian,0.0,Prehistorical
meminta,"['m', 'e', 'm', 'i', 'n', 't', 'a']",Indonesian,0.0,Prehistorical
berjanji,"['b', 'e', 'r', 'dʒ', 'a', 'ɲ', 'i']",Indonesian,0.0,Prehistorical
menolak,"['m', 'e', 'n', 'o', 'l', 'a', 'ʔ']",Indonesian,0.0,Prehistorical
melarang,"['m', 'e', 'l', 'a', 'r', 'a', 'ŋ']",Indonesian,0.0,Prehistorical
menegur,"['m', 'e', 'n', 'e', 'g', 'u', 'r']",Indonesian,0.0,Prehistorical
menghardik,"['m', 'e', 'ŋ', 'h', 'a', 'r', 'd', 'i', 'ʔ']",Indonesian,0.0,Prehistorical
mencaci-maki,"['m', 'e', 'ɲ', 'a', 'tʃ', 'i', '+', 'm', 'a', 'k', 'i']",Indonesian,0.0,Early Malay
mengoméli,"['m', 'e', 'ŋ', 'o', 'm', 'é/e', 'l', 'i']",Indonesian,1.0,Modern
mengata-ngatai,"['m', 'e', 'ŋ', 'a', 't', 'a', '+', 'ŋ', 'a', 't', 'aɪ']",Indonesian,0.0,Early Malay
memarahi,"['m', 'e', 'm', 'a', 'r', 'a', 'h', 'i']",Indonesian,0.0,Prehistorical
memanggil,"['m', 'e', 'm', 'a', 'ŋ', 'g', 'i', 'l']",Indonesian,0.0,Prehistorical
menamakan,"['m', 'e', 'n', 'a', 'm', 'a', 'k', 'a', 'n']",Indonesian,0.0,Early Malay
menamai,"['m', 'e', 'n', 'a', 'm', 'aɪ']",Indonesian,0.0,Early Malay
mengumumkan,"['m', 'e', 'ŋ', 'u', 'm', 'u', 'm', 'k', 'a', 'n']",Indonesian,0.0,Early Malay
mengancam,"['m', 'e', 'ŋ', 'a', 'ɲ', 'a', 'm']",Indonesian,0.5,Early Malay
membual,"['m', 'e', 'm', 'b', 'u', 'a', 'l']",Indonesian,0.0,Prehistorical
menyombongkan diri,"['m', 'e', 'ɲ', 'o', 'm', 'b', 'o', 'ŋ', 'k', 'a', 'n', '+', 'd', 'i', 'r', 'i']",Indonesian,0.0,Early Malay
menulis,"['m', 'e', 'n', 'u', 'l', 'i', 's']",Indonesian,0.0,Prehistorical
membaca,"['m', 'e', 'm', 'b', 'a', 'tʃ', 'a']",Indonesian,1.0,Early Malay
kertas,"['k', 'e', 'r', 't', 'a', 's']",Indonesian,1.0,Early Malay
pulpén,"['p', 'u', 'l', 'p', 'é/e', 'n']",Indonesian,1.0,Modern
péna,"['p', 'é/e', 'n', 'a']",Indonesian,1.0,Early Malay
bolpoin,"['b', 'o', 'l', 'p', 'o', 'i', 'n']",Indonesian,1.0,Modern
kalam,"['k', 'a', 'l', 'a', 'm']",Indonesian,1.0,Early Malay
buku,"['b', 'u', 'k', 'u']",Indonesian,1.0,Modern
penyair,"['p', 'e', 'ɲ', 'a', 'i', 'r']",Indonesian,0.0,Early Malay
pujangga,"['p', 'u', 'dʒ', 'a', 'ŋ', 'g', 'a']",Indonesian,1.0,Early Malay
"suling, seruling","['s', 'u', 'l', 'i', 'ŋ']",Indonesian,0.0,Prehistorical
"gendang, genderang","['g', 'e', 'n', 'd', 'a', 'ŋ']",Indonesian,0.0,Prehistorical
trompét,"['t', 'r', 'o', 'm', 'p', 'é/e', 't']",Indonesian,1.0,Modern
écék-écék,"['é/e', 'tʃ', 'é/e', 'k', '+', 'é/e', 'tʃ', 'é/e', 'ʔ']",Indonesian,0.25,Modern
kécrékan,"['k', 'é/e', 'tʃ', 'r', 'é/e', 'k', 'a', 'n']",Indonesian,0.75,Modern
negara,"['n', 'e', 'g', 'a', 'r', 'a']",Indonesian,1.0,Early Malay
tanah-air,"['t', 'a', 'n', 'a', 'h', '+', 'a', 'i', 'r']",Indonesian,0.0,Early Malay
tumpah darah,"['t', 'u', 'm', 'p', 'a', 'h', '+', 'd', 'a', 'r', 'a', 'h']",Indonesian,0.0,Early Malay
kota,"['k', 'o', 't', 'a']",Indonesian,1.0,Early Malay
désa,"['d', 'é/e', 's', 'a']",Indonesian,1.0,Early Malay
kampung,"['k', 'a', 'm', 'p', 'u', 'ŋ']",Indonesian,0.0,Prehistorical
perbatasan,"['p', 'e', 'r', 'b', 'a', 't', 'a', 's', 'a', 'n']",Indonesian,0.0,Prehistorical
rakyat,"['r', 'a', 'k', 'j', 'a', 't']",Indonesian,1.0,Early Malay
marga (1),"['m', 'a', 'r', 'g', 'a']",Indonesian,1.0,Modern
suku,"['s', 'u', 'k', 'u']",Indonesian,0.0,Prehistorical
kepala adat,"['k', 'e', 'p', 'a', 'l', 'a', '+', 'a', 'd', 'a', 't']",Indonesian,0.0,Modern
kepala suku,"['k', 'e', 'p', 'a', 'l', 'a', '+', 's', 'u', 'k', 'u']",Indonesian,0.0,Modern
tongkat,"['t', 'o', 'ŋ', 'k', 'a', 't']",Indonesian,0.0,Prehistorical
memerintah,"['m', 'e', 'm', 'e', 'r', 'i', 'n', 't', 'a', 'h']",Indonesian,0.0,Prehistorical
raja,"['r', 'a', 'dʒ', 'a']",Indonesian,1.0,Early Malay
ratu,"['r', 'a', 't', 'u']",Indonesian,1.0,Early Malay
bangsawan,"['b', 'a', 'ŋ', 's', 'a', 'w', 'a', 'n']",Indonesian,0.0,Early Malay
warga(negara),"['w', 'a', 'r', 'g', 'a', 'n', 'e', 'g', 'a', 'r', 'a']",Indonesian,1.0,Modern
tuan,"['t', 'u', 'a', 'n']",Indonesian,0.0,Prehistorical
budak,"['b', 'u', 'd', 'a', 'ʔ']",Indonesian,0.0,Prehistorical
pembantu,"['p', 'e', 'm', 'b', 'a', 'n', 't', 'u']",Indonesian,0.0,Prehistorical
memerintahkan,"['m', 'e', 'm', 'e', 'r', 'i', 'n', 't', 'a', 'h', 'k', 'a', 'n']",Indonesian,0.0,Prehistorical
"mentaati, menaati","['m', 'e', 'n', 't', 'aː', 't', 'i']",Indonesian,0.0,Early Malay
mematuhi,"['m', 'e', 'm', 'a', 't', 'u', 'h', 'i']",Indonesian,0.0,Prehistorical
"mengijinkan, mengizinkan","['m', 'e', 'ŋ', 'i', 'dʒ', 'i', 'n', 'k', 'a', 'n']",Indonesian,0.0,Early Malay
memperboléhkan,"['m', 'e', 'm', 'p', 'e', 'r', 'b', 'o', 'l', 'é/e', 'h', 'k', 'a', 'n']",Indonesian,0.0,Early Malay
membiarkan,"['m', 'e', 'm', 'b', 'i', 'a', 'r', 'k', 'a', 'n']",Indonesian,0.0,Prehistorical
teman,"['t', 'e', 'm', 'a', 'n']",Indonesian,0.75,Early Malay
kawan,"['k', 'a', 'w', 'a', 'n']",Indonesian,0.0,Prehistorical
handai,"['h', 'a', 'n', 'd', 'aɪ']",Indonesian,0.75,Early Malay
taulan,"['t', 'a', 'u', 'l', 'a', 'n']",Indonesian,0.75,Early Malay
"sahabat, sobat","['s', 'a', 'h', 'a', 'b', 'a', 't']",Indonesian,1.0,Early Malay
musuh,"['m', 'u', 's', 'u', 'h']",Indonesian,0.0,Prehistorical
seteru,"['s', 'e', 't', 'e', 'r', 'u']",Indonesian,1.0,Early Malay
tetangga,"['t', 'e', 't', 'a', 'ŋ', 'g', 'a']",Indonesian,0.0,Prehistorical
jiran,"['dʒ', 'i', 'r', 'a', 'n']",Indonesian,1.0,Early Malay
"tamu, tetamu","['t', 'a', 'm', 'u']",Indonesian,0.0,Prehistorical
tuan rumah,"['t', 'u', 'a', 'n', '+', 'r', 'u', 'm', 'a', 'h']",Indonesian,0.0,Prehistorical
membantu,"['m', 'e', 'm', 'b', 'a', 'n', 't', 'u']",Indonesian,0.0,Prehistorical
menolong,"['m', 'e', 'n', 'o', 'l', 'o', 'ŋ']",Indonesian,0.0,Prehistorical
mencegah,"['m', 'e', 'ɲ', 'e', 'g', 'a', 'h']",Indonesian,1.0,Modern
menghalangI,"['m', 'e', 'ŋ', 'h', 'a', 'l', 'a', 'ŋ', 'i']",Indonesian,0.0,Prehistorical
adat,"['a', 'd', 'a', 't']",Indonesian,1.0,Early Malay
perselisihan,"['p', 'e', 'r', 's', 'e', 'l', 'i', 's', 'i', 'h', 'a', 'n']",Indonesian,0.0,Prehistorical
pertikaian,"['p', 'e', 'r', 't', 'i', 'k', 'a', 'i', 'a', 'n']",Indonesian,0.0,Early Malay
pertengkaran (mulut),"['p', 'e', 'r', 't', 'e', 'ŋ', 'k', 'a', 'r', 'a', 'n', '+', 'm', 'u', 'l', 'u', 't']",Indonesian,0.0,Early Malay
perkelahian,"['p', 'e', 'r', 'k', 'e', 'l', 'a', 'h', 'i', 'a', 'n']",Indonesian,0.0,Early Malay
percékcokan,"['p', 'e', 'r', 'tʃ', 'é/e', 'k', 'tʃ', 'o', 'k', 'a', 'n']",Indonesian,0.0,Modern
persekongkolan,"['p', 'e', 'r', 's', 'e', 'k', 'o', 'ŋ', 'k', 'o', 'l', 'a', 'n']",Indonesian,0.5,Modern
komplot,"['k', 'o', 'm', 'p', 'l', 'o', 't']",Indonesian,1.0,Modern
kongkalikong,"['k', 'o', 'ŋ', 'k', 'a', 'l', 'i', 'k', 'o', 'ŋ']",Indonesian,0.25,Modern
